"date","value","u10","v10","d2m","t2m","blh","sp","ssrd","tcc","tp","rh2m","date_unix","day_julian","weekday","hour","set"
2020-01-01,58.1,-2.72052762932345,1.54500979257231,277.183464819717,278.394725124612,384.209052744366,102252.303312,-1.16415321826935e-10,0.650957623741289,8.12285642200574e-06,91.884129916136,1577836800,1,"Wed",0,"training"
2020-01-01 01:00:00,43.2,-2.30878868379235,1.28274207180442,276.695429918609,277.772899165088,353.220263365898,102211.168635816,-1.16415321826935e-10,0.60369876252263,2.23378551605165e-06,92.7158767915813,1577840400,1,"Wed",1,"training"
2020-01-01 02:00:00,43,-2.21647053457013,0.758729596810548,276.505662393354,277.463418964035,255.911846343436,102174.855967127,-1.16415321826935e-10,0.710378355283251,4.97524955847843e-06,93.4855595389417,1577844000,1,"Wed",2,"training"
2020-01-01 03:00:00,42.8,-1.92862254529525,0.5090130730485,276.412815683257,277.305813306091,191.375560206627,102166.786485196,-1.16415321826935e-10,0.837765172672132,4.8737138532034e-06,93.9063625606443,1577847600,1,"Wed",3,"training"
2020-01-01 04:00:00,36.8,-1.70004280782104,0.607069299656634,276.553050668022,277.478940733378,151.780209641312,102142.578039404,-1.16415321826935e-10,0.819102729252558,2.99530330561456e-06,93.6968778764045,1577851200,1,"Wed",4,"testing"
2020-01-01 05:00:00,39.2,-1.52389977910504,0.72342935523162,276.262288222546,277.318469518017,129.527209095139,102131.064266405,-1.16415321826935e-10,0.968173383190266,1.5078052233348e-05,92.8297815642305,1577854800,1,"Wed",5,"testing"
2020-01-01 06:00:00,38.7,-1.07135621161772,1.12768249212809,276.156790344099,277.124805595907,133.610802691301,102131.162674721,-1.16415321826935e-10,0.982059583935819,6.19367802177939e-06,93.4004155880981,1577858400,1,"Wed",6,"training"
2020-01-01 07:00:00,39.3,-0.33576519861507,1.06675688999557,275.879536773303,277.099970764958,124.590713039019,102156.059978727,-1.16415321826935e-10,0.982639447263656,2.2947069392166e-05,91.7426208928125,1577862000,1,"Wed",7,"testing"
2020-01-01 08:00:00,37.3,-0.294775940360404,1.09342818363298,275.719145689811,277.134357453964,170.518218231294,102146.908005318,-1.16415321826935e-10,0.992573421643167,1.13212311381704e-05,90.4847412001435,1577865600,1,"Wed",8,"training"
2020-01-01 09:00:00,34.3,-0.351274647684403,1.21475642135611,276.062013794763,277.201936849719,171.52619386579,102157.536103471,35219.4695191735,1.00000482797623,4.67064244265335e-06,92.2742595917196,1577869200,1,"Wed",9,"training"
2020-01-01 10:00:00,30.8,0.645207455020239,1.22495426892336,276.631101943946,277.464374149841,212.284593240139,102189.223581297,144980.599942014,0.990162410964269,1.01535705275026e-07,94.3104973798239,1577872800,1,"Wed",10,"testing"
2020-01-01 11:00:00,35.3,0.690258711840682,0.928955206202269,276.810791419837,277.760481749614,210.604633849313,102183.122265691,240693.016098759,1.00000482797623,0,93.5537982185266,1577876400,1,"Wed",11,"training"
2020-01-01 12:00:00,39.8,0.71223043135557,0.94464420245957,276.947810005869,277.914266664335,218.435829163471,102133.327657678,252930.138891856,1.00000482797623,0,93.4512417412132,1577880000,1,"Wed",12,"testing"
2020-01-01 13:00:00,39.5,0.963151160941564,1.03354851458428,277.001202224839,278.098617524839,251.233805578213,102081.171250076,305803.744922405,1.00000482797623,1.01535705275026e-07,92.6043158998916,1577883600,1,"Wed",13,"training"
2020-01-01 14:00:00,39.4,1.19579289698156,1.02308918374608,277.119136845054,278.263387076325,270.643797924526,102042.69359843,187997.017075367,1.00000482797623,0,92.3095771273718,1577887200,1,"Wed",14,"training"
2020-01-01 15:00:00,40.6,0.543842127174242,1.11905354418657,277.327773909544,278.458244980692,239.138097964266,102019.862869065,125958.889475531,1.00000482797623,5.07678526375129e-08,92.4104431152047,1577890800,1,"Wed",15,"training"
2020-01-01 16:00:00,36.4,-0.277604764605071,1.37426121663868,277.416546514578,278.498362784532,222.105894294198,102004.511171733,26356.8798620541,1.00000482797623,1.52303557912755e-07,92.7285434188431,1577894400,1,"Wed",16,"training"
2020-01-01 17:00:00,33.5,-0.215382332029295,1.70765238710633,277.569647094276,278.576926817053,220.58100807791,102038.068407568,-1.16415321826935e-10,0.998845101320554,4.82294600056589e-06,93.2182391370865,1577898000,1,"Wed",17,"testing"
2020-01-01 18:00:00,32.5,-0.334472744525959,2.15766509641993,277.729394898022,278.683430034391,225.750113895837,102043.579273276,-1.16415321826935e-10,0.992695498133238,6.90442795870478e-06,93.5715919862614,1577901600,1,"Wed",18,"testing"
2020-01-01 19:00:00,31.2,-0.479781511401733,2.61055412171403,277.905439122015,278.789455658826,232.780097808216,102029.506884056,-1.16415321826935e-10,0.98483682408493,5.33062452694123e-06,94.03556748621,1577905200,1,"Wed",19,"training"
2020-01-01 20:00:00,24,-0.350351466192181,2.78261011400244,278.024660301724,278.909570273895,236.476008468033,102009.234770912,-1.16415321826935e-10,0.94847328960509,2.03071410550138e-06,94.035289774269,1577908800,1,"Wed",20,"training"
2020-01-01 21:00:00,24.3,0.0445855761804763,2.88092782388153,278.183550399141,279.06908630345,245.987163173018,101966.033520087,-1.16415321826935e-10,0.95802577495313,3.40144612671488e-06,94.0385979022497,1577912400,1,"Wed",21,"training"
2020-01-01 22:00:00,26.9,-0.168853984821296,2.80928140763985,278.253239038359,278.979776430615,225.155666726775,101937.199883432,-1.16415321826935e-10,0.910827951979507,7.46287433771786e-06,95.0817879464008,1577916000,1,"Wed",22,"training"
2020-01-01 23:00:00,21.1,-0.413681716558624,3.06318166373718,278.251523625701,278.904077955512,235.804024711703,101909.251921623,-1.16415321826935e-10,0.852734802267064,3.0968390108898e-06,95.5699965035543,1577919600,1,"Wed",23,"testing"
2020-01-02,18.8,-0.217413331312184,3.14973262642329,278.281114494046,278.98216439513,250.174138885538,101845.089699441,-1.16415321826935e-10,0.887389265885913,1.08643204644325e-05,95.2507214496507,1577923200,2,"Thu",0,"training"
2020-01-02 01:00:00,15.7,-0.224983419548406,3.3298946001113,278.325286369981,278.974284112232,261.2360253359,101761.541038961,-1.16415321826935e-10,0.93214555905812,1.25904274541088e-05,95.5960916988645,1577926800,2,"Thu",1,"training"
2020-01-02 02:00:00,12.8,-0.152605990558185,3.4025869494368,278.454156745889,278.988611899318,264.156570123029,101717.749338239,-1.16415321826935e-10,0.899413800157887,1.16766061066332e-05,96.3610569716462,1577930400,2,"Thu",2,"testing"
2020-01-02 03:00:00,12.3,0.0925910137760306,3.46717331736269,278.651643628103,279.25439234976,286.900635721904,101670.414938132,-1.16415321826935e-10,0.900192037782088,7.9705528640932e-06,95.9131568046401,1577934000,2,"Thu",3,"training"
2020-01-02 04:00:00,12.4,0.325602022412914,3.51136399015409,278.654431173672,279.060967224102,313.754140446031,101620.226696855,-1.16415321826935e-10,0.886977257731924,3.85835680045271e-06,97.2227797190995,1577937600,2,"Thu",4,"testing"
2020-01-02 05:00:00,13.8,0.383762456422912,3.65517978917935,278.915817177385,279.36304473516,361.077304209146,101556.753332887,-1.16415321826935e-10,0.847683887490385,1.42149987385101e-06,96.9558612488769,1577941200,2,"Thu",5,"testing"
